"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
9309,"T331",,"N","S","T33.1 Geladura superf do pescoco","5","000","N","N"
9310,"T332",,"N","S","T33.2 Geladura superf do torax","5","000","N","N"
9311,"T333",,"N","S","T33.3 Geladura superf pared abd part inf dors pelv","5","000","N","N"
9312,"T334",,"N","S","T33.4 Geladura superf do braco","5","000","N","N"
9313,"T335",,"N","S","T33.5 Geladura superf do punho e da mao","5","000","N","N"
9314,"T336",,"N","S","T33.6 Geladura superf do quadril e da coxa","5","000","N","N"
9315,"T337",,"N","S","T33.7 Geladura superf do joelho e da perna","5","000","N","N"
9316,"T338",,"N","S","T33.8 Geladura superf do tornozelo e do pe","5","000","N","N"
9317,"T339",,"N","S","T33.9 Geladura superf de outr locais e locais NE","5","000","N","N"
9318,"T34",,"S","N","T34   Geladura c/necrose de tec","5","000","N","N"
9319,"T340",,"N","S","T34.0 Geladura c/necrose de tec da cabeca","5","000","N","N"
9320,"T341",,"N","S","T34.1 Geladura c/necrose de tec do pescoco","5","000","N","N"
9321,"T342",,"N","S","T34.2 Geladura c/necrose de tec do torax","5","000","N","N"
9322,"T343",,"N","S","T34.3 Gelad necr tec pared abd part inf dors pelv","5","000","N","N"
9323,"T344",,"N","S","T34.4 Geladura c/necrose de tec do braco","5","000","N","N"
9324,"T345",,"N","S","T34.5 Geladura c/necrose de tec do punho e da mao","5","000","N","N"
9325,"T346",,"N","S","T34.6 Geladura c/necrose de tec do quadril e coxa","5","000","N","N"
9326,"T347",,"N","S","T34.7 Geladura c/necrose de tec do joelho e perna","5","000","N","N"
9327,"T348",,"N","S","T34.8 Geladura c/necrose de tec do tornozelo e pe","5","000","N","N"
9328,"T349",,"N","S","T34.9 Geladura c/necrose de tec de localiz NE","5","000","N","N"
9329,"T35",,"S","N","T35   Geladura de mult partes do corpo e das NE","5","000","N","N"
9330,"T350",,"N","S","T35.0 Geladura superf envolv mult partes do corpo","5","000","N","N"
9331,"T351",,"N","S","T35.1 Geladura c/necrose de tec mult partes corpo","5","000","N","N"
9332,"T352",,"N","S","T35.2 Geladura de grau NE da cabeca e do pescoco","5","000","N","N"
9333,"T353",,"N","S","T35.3 Gelad grau NE torax abd part inf dorso pelve","5","000","N","N"
9334,"T354",,"N","S","T35.4 Geladura de grau NE do membro super","5","000","N","N"
9335,"T355",,"N","S","T35.5 Geladura de grau NE do membro infer","5","000","N","N"
9336,"T356",,"N","S","T35.6 Geladura de grau NE de mult partes do corpo","5","000","N","N"
9337,"T357",,"N","S","T35.7 Geladura de grau NE de localiz NE","5","000","N","N"
9338,"T36",,"S","N","T36   Intox p/antibioticos sistemicos","5","000","N","N"
9339,"T360",,"N","S","T36.0 Penicilinas","5","000","N","N"
9340,"T361",,"N","S","T36.1 Cefalosporinas e outr betalactaminas","5","000","N","N"
9341,"T362",,"N","S","T36.2 Grupo do cloranfenicol","5","000","N","N"
9342,"T363",,"N","S","T36.3 Macrolidios","5","000","N","N"
9343,"T364",,"N","S","T36.4 Tetraciclinas","5","000","N","N"
9344,"T365",,"N","S","T36.5 Aminoglicosideos","5","000","N","N"
9345,"T366",,"N","S","T36.6 Rifamicinas","5","000","N","N"
9346,"T367",,"N","S","T36.7 Antibioticos antifungicos admin p/via sistem","5","000","N","N"
9347,"T368",,"N","S","T36.8 Outr antibioticos sistemicos","5","000","N","N"
9348,"T369",,"N","S","T36.9 Antibioticos sistemicos NE","5","000","N","N"
9349,"T37",,"S","N","T37   Intox outr subst antiinfecc antiparasit sist","5","000","N","N"
9350,"T370",,"N","S","T37.0 Sulfonamidas","5","000","N","N"
9351,"T371",,"N","S","T37.1 Drogas antimicobacterianas","5","000","N","N"
9352,"T372",,"N","S","T37.2 Antimalaricos drog q atuam s/protoz sangue","5","000","N","N"
9353,"T373",,"N","S","T37.3 Outr medicamentos antiprotozoarios","5","000","N","N"
9354,"T374",,"N","S","T37.4 Anti-helminticos","5","000","N","N"
9355,"T375",,"N","S","T37.5 Drogas antivirais","5","000","N","N"
9356,"T378",,"N","S","T37.8 Outr agentes antiinfecc e antiparasit espec","5","000","N","N"
9357,"T379",,"N","S","T37.9 Agentes antiinfecc e antiparasit sistem NE","5","000","N","N"
9358,"T38",,"S","N","T38   Intox p/hormonios seus subst sint antag NCOP","5","000","N","N"
9359,"T380",,"N","S","T38.0 Glicocorticoides e analogos sinteticos","5","000","N","N"
9360,"T381",,"N","S","T38.1 Hormonios tireoidianos e seus derivados","5","000","N","N"
9361,"T382",,"N","S","T38.2 Medicamentos antitireoidianos","5","000","N","N"
9362,"T383",,"N","S","T38.3 Insulina e drogas hipoglicemiantes orais","5","000","N","N"
9363,"T384",,"N","S","T38.4 Anticoncepcionais orais","5","000","N","N"
9364,"T385",,"N","S","T38.5 Outr estrogenos e progestagenos","5","000","N","N"
9365,"T386",,"N","S","T38.6 Antigonadotrofin antiestrog antiandrog NCOP","5","000","N","N"
9366,"T387",,"N","S","T38.7 Androgenos e anabolizantes congeneres","5","000","N","N"
9367,"T388",,"N","S","T38.8 Outr hormonios e substitutos sinteticos e NE","5","000","N","N"
9368,"T389",,"N","S","T38.9 Outr antagonistas hormonais e os NE","5","000","N","N"
9369,"T39",,"S","N","T39   Intox analges antipiret anti-reumat n-opiac","5","000","N","N"
9370,"T390",,"N","S","T39.0 Salicilatos","5","000","N","N"
9371,"T391",,"N","S","T39.1 Derivados do 4-aminofenol","5","000","N","N"
9372,"T392",,"N","S","T39.2 Derivados pirazolonicos","5","000","N","N"
9373,"T393",,"N","S","T39.3 Outr antiinflamatorios nao esteroides","5","000","N","N"
9374,"T394",,"N","S","T39.4 Anti-reumaticos NCOP","5","000","N","N"
9375,"T398",,"N","S","T39.8 Outr analgesicos nao opiac e antipiret NCOP","5","000","N","N"
9376,"T399",,"N","S","T39.9 Analges n-opiaceo antipiret e anti-reumat NE","5","000","N","N"
9377,"T40",,"S","N","T40   Intox p/narcoticos e psicodislepticos","5","000","N","N"
9378,"T400",,"N","S","T40.0 Opio","5","000","N","N"
9379,"T401",,"N","S","T40.1 Heroina","5","000","N","N"
9380,"T402",,"N","S","T40.2 Outr opiaceos","5","000","N","N"
9381,"T403",,"N","S","T40.3 Metadona","5","000","N","N"
9382,"T404",,"N","S","T40.4 Outr narcoticos sinteticos","5","000","N","N"
9383,"T405",,"N","S","T40.5 Cocaina","5","000","N","N"
9384,"T406",,"N","S","T40.6 Outr narcoticos e os NE","5","000","N","N"
9385,"T407",,"N","S","T40.7 Cannabis","5","000","N","N"
9386,"T408",,"N","S","T40.8 Lisergida","5","000","N","N"
9387,"T409",,"N","S","T40.9 Outr psicodislepticos e os NE","5","000","N","N"
9388,"T41",,"S","N","T41   Intox p/anestesicos e gases terapeuticos","5","000","N","N"
9389,"T410",,"N","S","T41.0 Anestesicos inalatorios","5","000","N","N"
9390,"T411",,"N","S","T41.1 Anestesicos intravenosos","5","000","N","N"
9391,"T412",,"N","S","T41.2 Outr anestesicos gerais e os NE","5","000","N","N"
9392,"T413",,"N","S","T41.3 Anestesicos locais","5","000","N","N"
9393,"T414",,"N","S","T41.4 Anestesico NE","5","000","N","N"
9394,"T415",,"N","S","T41.5 Gases terapeuticos","5","000","N","N"
9395,"T42",,"S","N","T42   Intox antiepilept sedativ-hipnot antiparkins","5","000","N","N"
9396,"T420",,"N","S","T42.0 Derivados da hidantoina","5","000","N","N"
9397,"T421",,"N","S","T42.1 Iminostilbenos","5","000","N","N"
9398,"T422",,"N","S","T42.2 Succinimidas e oxazolidinadionas","5","000","N","N"
9399,"T423",,"N","S","T42.3 Barbituricos","5","000","N","N"
9400,"T424",,"N","S","T42.4 Benzodiazepinas","5","000","N","N"
9401,"T425",,"N","S","T42.5 Antiepileticos em associacao NCOP","5","000","N","N"
9402,"T426",,"N","S","T42.6 Outr drogas antiepilepticas sedativos-hipnot","5","000","N","N"
9403,"T427",,"N","S","T42.7 Drogas antiepilepticos sedativos-hipnot NE","5","000","N","N"
9404,"T428",,"N","S","T42.8 Drog antipark outr depress centr tonus musc","5","000","N","N"
9405,"T43",,"S","N","T43   Intox p/drogas psicotropicas NCOP","5","000","N","N"
9406,"T430",,"N","S","T43.0 Antidepressivos triciclicos e tetraciclicos","5","000","N","N"
9407,"T431",,"N","S","T43.1 Antidepressivos inibidores monoaminooxidase","5","000","N","N"
9408,"T432",,"N","S","T43.2 Outr antidepressivos e os NE","5","000","N","N"
9409,"T433",,"N","S","T43.3 Antipsicoticos neurolept deriv fenotiazina","5","000","N","N"
9410,"T434",,"N","S","T43.4 Neurolepticos tipo butirofenona e tioxanteno","5","000","N","N"
9411,"T435",,"N","S","T43.5 Outr antipsicoticos e neurolepticos e os NE","5","000","N","N"
9412,"T436",,"N","S","T43.6 Psicoestimul que potenc podem prov depend","5","000","N","N"
9413,"T438",,"N","S","T43.8 Outr drogas psicotropicas NCOP","5","000","N","N"
9414,"T439",,"N","S","T43.9 Droga psicotropica NE","5","000","N","N"
9415,"T44",,"S","N","T44   Intox p/drog q afet princ sist nerv autonomo","5","000","N","N"
9416,"T440",,"N","S","T44.0 Agentes anticolinesterase","5","000","N","N"
9417,"T441",,"N","S","T44.1 Outr agentes parassimpaticomimeticos","5","000","N","N"
9418,"T442",,"N","S","T44.2 Bloqueadores ganglionares NCOP","5","000","N","N"
9419,"T443",,"N","S","T44.3 Outr parassimpaticoliticos espasmolit NCOP","5","000","N","N"
9420,"T444",,"N","S","T44.4 Agonistas princ alfa-adrenorreceptores NCOP","5","000","N","N"
9421,"T445",,"N","S","T44.5 Agonistas princ beta-adrenorreceptores NCOP","5","000","N","N"
9422,"T446",,"N","S","T44.6 Antagonistas alfa-adrenorreceptores NCOP","5","000","N","N"
9423,"T447",,"N","S","T44.7 Antagonistas beta-adrenorreceptores NCOP","5","000","N","N"
9424,"T448",,"N","S","T44.8 Bloqueador neuron adrenerg acao central NCOP","5","000","N","N"
9425,"T449",,"N","S","T44.9 Outr drog q afet princ sist nerv autonomo NE","5","000","N","N"
9426,"T45",,"S","N","T45   Intox subst acao ess sist subst hematol NCOP","5","000","N","N"
9427,"T450",,"N","S","T45.0 Drogas antialergicas e antiemeticas","5","000","N","N"
9428,"T451",,"N","S","T45.1 Drogas antineoplasicas e imunomupressoras","5","000","N","N"
9429,"T452",,"N","S","T45.2 Vitaminas NCOP","5","000","N","N"
9430,"T453",,"N","S","T45.3 Enzimas NCOP","5","000","N","N"
9431,"T454",,"N","S","T45.4 Ferro e seus compostos","5","000","N","N"
9432,"T455",,"N","S","T45.5 Anticoagulantes","5","000","N","N"
9433,"T456",,"N","S","T45.6 Drogas que afetam a fibrinolise","5","000","N","N"
9434,"T457",,"N","S","T45.7 Antagonist anticoag vitamina K outr fat coag","5","000","N","N"
9435,"T458",,"N","S","T45.8 Outr subst prim sistemicas e hematologicas","5","000","N","N"
9436,"T459",,"N","S","T45.9 Subst essenc sistemica hematologica NE","5","000","N","N"
9437,"T46",,"S","N","T46   Intox subst que atuam prim sobre ap circul","5","000","N","N"
9438,"T460",,"N","S","T46.0 Glicosideos estim coracao subst acao semelh","5","000","N","N"
9439,"T461",,"N","S","T46.1 Bloqueadores dos canais de calcio","5","000","N","N"
9440,"T462",,"N","S","T46.2 Outr drogas antidisritmicas NCOP","5","000","N","N"
9441,"T463",,"N","S","T46.3 Vasodilatadores coronarianos NCOP","5","000","N","N"
9442,"T464",,"N","S","T46.4 Inibidores da enzima conversao angiotensina","5","000","N","N"
9443,"T465",,"N","S","T46.5 Outr drogas anti-herpertensivas NCOP","5","000","N","N"
9444,"T466",,"N","S","T46.6 Drog antihiperlipemicas antiarteriosclerotic","5","000","N","N"
9445,"T467",,"N","S","T46.7 Vasodilatadores perifericos","5","000","N","N"
9446,"T468",,"N","S","T46.8 Drog antivaricosas incl subst esclerosantes","5","000","N","N"
9447,"T469",,"N","S","T46.9 Outr subst e NE que agem essenc s/ap circ","5","000","N","N"
9448,"T47",,"S","N","T47   Intox p/subst que atuam prim s/ap gastroint","5","000","N","N"
9449,"T470",,"N","S","T47.0 Antagonistas dos receptores H2 da histamina","5","000","N","N"
9450,"T471",,"N","S","T47.1 Outr antiacidos drog q inibem secr gastrica","5","000","N","N"
9451,"T472",,"N","S","T47.2 Laxativos estimulantes","5","000","N","N"
9452,"T473",,"N","S","T47.3 Laxativos salinos e osmoticos","5","000","N","N"
9453,"T474",,"N","S","T47.4 Outr laxativos","5","000","N","N"
9454,"T475",,"N","S","T47.5 Digestivos","5","000","N","N"
9455,"T476",,"N","S","T47.6 Drogas antidiarreicas","5","000","N","N"
9456,"T477",,"N","S","T47.7 Emeticos","5","000","N","N"
9457,"T478",,"N","S","T47.8 Outr subst que atuam prim s/ap gastrintest","5","000","N","N"
9458,"T479",,"N","S","T47.9 Subst NE que atua prim s/ap gastrointestinal","5","000","N","N"
9459,"T48",,"S","N","T48   Intox subst q at prim musc lisos esq ap resp","5","000","N","N"
9460,"T480",,"N","S","T48.0 Drogas ocitocicas","5","000","N","N"
9461,"T481",,"N","S","T48.1 Relaxantes musculares esqueleticos","5","000","N","N"
9462,"T482",,"N","S","T48.2 Outr subst e as NE que atuam sobre musculos","5","000","N","N"
9463,"T483",,"N","S","T48.3 Antitussigenos","5","000","N","N"
9464,"T484",,"N","S","T48.4 Expectorantes","5","000","N","N"
9465,"T485",,"N","S","T48.5 Drogas anti-resfriado","5","000","N","N"
9466,"T486",,"N","S","T48.6 Antiasmaticos NCOP","5","000","N","N"
9467,"T487",,"N","S","T48.7 Outr subst e NE que atuam prim s/ap respirat","5","000","N","N"
9468,"T49",,"S","N","T49   Int subs uso top pel muc med ut oft otor odo","5","000","N","N"
9469,"T490",,"N","S","T49.0 Antifung antiinfec antiinflamat uso top NCOP","5","000","N","N"
9470,"T491",,"N","S","T49.1 Antipruriginosos","5","000","N","N"
9471,"T492",,"N","S","T49.2 Adstringentes e detergentes de uso local","5","000","N","N"
9472,"T493",,"N","S","T49.3 Emolientes demulcentes e protetores","5","000","N","N"
9473,"T494",,"N","S","T49.4 Ceratol ceratopl out drog prepar trat cabelo","5","000","N","N"
9474,"T495",,"N","S","T49.5 Drogas e preparacoes de uso oftalmologico","5","000","N","N"
9475,"T496",,"N","S","T49.6 Drogas preparacoes uso otorrinolaringologico","5","000","N","N"
9476,"T497",,"N","S","T49.7 Drogas dentarias de uso topico","5","000","N","N"
9477,"T498",,"N","S","T49.8 Outr drogas de uso topico","5","000","N","N"
9478,"T499",,"N","S","T49.9 Preparado de uso topico NE","5","000","N","N"
9479,"T50",,"S","N","T50   Intox diuret out drog medic subst biolog NE","5","000","N","N"
9480,"T500",,"N","S","T50.0 Mineralocorticoides e seus antagonistas","5","000","N","N"
9481,"T501",,"N","S","T50.1 Diureticos de alca","5","000","N","N"
9482,"T502",,"N","S","T50.2 Inib anidrase carb benzotiazidas outr diuret","5","000","N","N"
9483,"T503",,"N","S","T50.3 Prod que agem s/equil eletr caloric hidric","5","000","N","N"
9484,"T504",,"N","S","T50.4 Drogas que agem sobre metab acido urico","5","000","N","N"
9485,"T505",,"N","S","T50.5 Inibidores do apetite","5","000","N","N"
9486,"T506",,"N","S","T50.6 Antidotos e quelantes NCOP","5","000","N","N"
9487,"T507",,"N","S","T50.7 Analepticos antagonistas receptores opiaceos","5","000","N","N"
9488,"T508",,"N","S","T50.8 Agentes de diagn","5","000","N","N"
9489,"T509",,"N","S","T50.9 Outr drogas medicamentos subst biolog e NE","5","000","N","N"
9490,"T51",,"S","N","T51   Efeito toxico do alcool","5","000","N","N"
9491,"T510",,"N","S","T51.0 Etanol","5","000","N","N"
9492,"T511",,"N","S","T51.1 Metanol","5","000","N","N"
9493,"T512",,"N","S","T51.2 2-propanol","5","000","N","N"
9494,"T513",,"N","S","T51.3 Oleo de fusel","5","000","N","N"
9495,"T518",,"N","S","T51.8 Outr alcoois","5","000","N","N"
9496,"T519",,"N","S","T51.9 Alcool NE","5","000","N","N"
9497,"T52",,"S","N","T52   Efeito toxico de solventes organicos","5","000","N","N"
9498,"T520",,"N","S","T52.0 Derivados do petroleo","5","000","N","N"
9499,"T521",,"N","S","T52.1 Benzeno","5","000","N","N"
9500,"T522",,"N","S","T52.2 Homologos do benzeno","5","000","N","N"
9501,"T523",,"N","S","T52.3 Glicois","5","000","N","N"
9502,"T524",,"N","S","T52.4 Cetonas","5","000","N","N"
9503,"T528",,"N","S","T52.8 Outr solventes organicos","5","000","N","N"
9504,"T529",,"N","S","T52.9 Solvente organico NE","5","000","N","N"
9505,"T53",,"S","N","T53   Efeito tox deriv halog hidrocarb alif aromat","5","000","N","N"
9506,"T530",,"N","S","T53.0 Tetracloreto de carbono","5","000","N","N"
9507,"T531",,"N","S","T53.1 Cloroformio","5","000","N","N"
9508,"T532",,"N","S","T53.2 Tricloroetileno","5","000","N","N"
9509,"T533",,"N","S","T53.3 Tetracloroetileno","5","000","N","N"
9510,"T534",,"N","S","T53.4 Diclorometano","5","000","N","N"
9511,"T535",,"N","S","T53.5 Clorofluorcarbono","5","000","N","N"
9512,"T536",,"N","S","T53.6 Outr deriv halog hidrocarbonetos alifaticos","5","000","N","N"
9513,"T537",,"N","S","T53.7 Deriv halogenicos hidrocarbonetos aromaticos","5","000","N","N"
9514,"T539",,"N","S","T53.9 Deriv halog hidrocarbonetos alifat aromat NE","5","000","N","N"
9515,"T54",,"S","N","T54   Efeito toxico de corrosivos","5","000","N","N"
9516,"T540",,"N","S","T54.0 Fenol e homologos do fenol","5","000","N","N"
9517,"T541",,"N","S","T54.1 Outr compostos corrosivos organicos","5","000","N","N"
9518,"T542",,"N","S","T54.2 Acidos corrosivos e subst semelhantes","5","000","N","N"
9519,"T543",,"N","S","T54.3 Bases causticas e subst semelhantes","5","000","N","N"
9520,"T549",,"N","S","T54.9 Subst corrosiva NE","5","000","N","N"
9521,"T55",,"S","S","T55   Efeito toxico de saboes e detergentes","5","000","N","N"
9522,"T56",,"S","N","T56   Efeito toxico de metais","5","000","N","N"
9523,"T560",,"N","S","T56.0 Chumbo e seus compostos","5","000","N","N"
9524,"T561",,"N","S","T56.1 Mercurio e seus compostos","5","000","N","N"
9525,"T562",,"N","S","T56.2 Cromo e seus compostos","5","000","N","N"
9526,"T563",,"N","S","T56.3 Cadmio e seus compostos","5","000","N","N"
9527,"T564",,"N","S","T56.4 Cobre e seus compostos","5","000","N","N"
9528,"T565",,"N","S","T56.5 Zinco e seus compostos","5","000","N","N"
9529,"T566",,"N","S","T56.6 Estanho e seus compostos","5","000","N","N"
9530,"T567",,"N","S","T56.7 Berilo e seus compostos","5","000","N","N"
9531,"T568",,"N","S","T56.8 Outr metais","5","000","N","N"
9532,"T569",,"N","S","T56.9 Metal NE","5","000","N","N"
9533,"T57",,"S","N","T57   Efeito toxico de outr subst inorganicas","5","000","N","N"
9534,"T570",,"N","S","T57.0 Arsenico e seus compostos","5","000","N","N"
9535,"T571",,"N","S","T57.1 Fosforo e seus compostos","5","000","N","N"
9536,"T572",,"N","S","T57.2 Manganes e seus compostos","5","000","N","N"
9537,"T573",,"N","S","T57.3 Cianeto de hidrogenio","5","000","N","N"
9538,"T578",,"N","S","T57.8 Outr subst inorganicas espec","5","000","N","N"
9539,"T579",,"N","S","T57.9 Subst inorganica NE","5","000","N","N"
9540,"T58",,"S","S","T58   Efeito toxico de monoxido de carbono","5","000","N","N"
9541,"T59",,"S","N","T59   Efeito toxico de outr gases fumos e vapores","5","000","N","N"
9542,"T590",,"N","S","T59.0 Oxidos de nitrogenio","5","000","N","N"
